제목,내용,평점,좋아요 수
러브 액츄얼리,난 그냥 다양하고 사랑스러운 러브스토리들이 넘쳐나는 따뜻하고 훈훈한 영화일 줄 알았는데... 그래서 혼자 있는 크리스마스에 보려고 아껴두고 아껴뒀던 영화였는데... 몇 개의 스토리들은 너무 별로다... 그럼에도 세상에는 많은 사랑들이 존재하고 연쇄한다,3.5,15
로알드 달의 뮤지컬 마틸다,여러 뮤지컬 영화들이 떠오르는 영화지만 마틸다만의 귀여운 특색들은 야무지게 챙긴 영화. 올해 크리스마스 선물은 아무래도 마틸다였던 거 같다. 권선징악이 행해지는 넘버에선 왜 눈물이 나던지... 🥲 나는 아직 마틸다가 아닐까...?,4.0,24
클로저,보는 내내 불쾌한 영화. 당신은 사랑을 정의할 수 있고 믿을 수 있으며 확신할 수 있냐고 끝없는 의심을 던지는 영화.,4.0,15
아바타: 물의 길,이번에도 스케일에 압도당하고 말았다. 1편에 비해 더 깔끔하고 꽉 채운 3시간여의 오락영화.,4.5,38
윤희에게,그저 헤어졌던 전 연인이 꾸준히 종종 생각났고 우연을 가장한 필연으로 인한 재회를 다룬 영화. 이런 담담하고도 현실성 있는 퀴어영화가 좋다.,4.0,15
"그 겨울, 나는","영화 속 환경보다 괜찮은 환경에서 공부하고 있는 나에 대해 반성 하게 되는 영화.
경학이가 듣고 싶었던 말은 충고나 조언 훈수가 아닌 공감과 더불어 목표를 향해 가는 거에 있어 빠를 필요 없다는 이야기였다.
중요한 건 꺾이지 않는 마음 :)",4.0,16
올빼미,진짜 말도 안 되는 각본이지만 리얼리티를 최대한 챙겨가려는 오락 판타지로 보니 나쁘지 않았던 영화. 연출력과 연기력이 돋보였다.,3.5,16
영화의 거리,부산 로케이션 포트폴리오,2.0,15
클로즈,루카스 돈트는 관객들을 주인공에게 이입시키는 방법을 너무 잘 알고 있다. 미성년자의 어린 시선으로 디테일한 추억들을 잘 엮어 보여주는 것 같다.,4.0,28
에브리씽 에브리웨어 올 앳 원스,"인생에 있어 선택이라는 것, 그 결과에 있어 부정적인 사고와 긍정적인 사고를 하는 것, 살아가는 것에 있어 다양한 싸움의 방식이 있다는 것. 나를 이해해주는 사람이 있기를 바라는 것. 웨이먼드의 삶에 감격해 4.5점에서 5점으로 주관적인 별점을 주게 됐다.",5.0,27
더 건파이터,새로운 시도로 확 몰입시키고 재빨리 끝내 궁극적 목표인 재미를 추구한다.,4.0,15
꽃다발 같은 사랑을 했다,"마지막까지 같은 생각을 할 정도로 잘 맞았던 둘이지만 결코 처음으로 돌아갈 수 없다는 것도 너무 잘 알고 있었던 그들이었다

너무 좋은 영화였지만 그 둘의 식어가는 관계를 보여주기 위한 설정들이 아름답지 않은 게 아쉬웠다. 이건 내 취향일 수도 :)",4.0,16
라이스보이 슬립스,눈물 최대한 숨기고 담담하게 잘 그려낸 신파,4.0,36
성스러운 거미,"단체로 대가리 깨진 세계 속 정상의 비정상화.
이게 어떻게 실화 기반인지 의문일 정도.
이란은 대체 어떤 나라인가요 감독님...",4.5,47
너의 눈을 들여다보면,"한 걸음, 한 걸음 나아간다. 우리 모두.",4.0,44
한 남자,"본인의 의사와는 관계없이, 끊임없이 달라붙는 태생적 배경에 대한 사회적 꼬리표를 지워버리고 싶은 각 인물들 간의 사투.",4.0,88
본즈 앤 올,그들에게만 존재하는 그 어떤 욕구보다 강렬한 식인욕. 그 참기 어려운 욕구를 이겨내고 피워내는 믿음에서 비롯되는 진실된 사랑.,4.0,31
미래의 범죄들,생각보다 잔인하진 않았지만 생각보다 어이없게 끝나버렸다. 방대한 세계관을 주입시키기 위한 지루함을 견디더라도 새로 맞닥뜨리는 사건들에 대해 그 세계관을 계속 곱씹어야 하는 번거로움이 몰입에 방해가 된 듯. 주제를 숨기는 영화는 아니라 어렵진 않았지만 쉽지도 않았다고 생각되는 영화.,3.0,26
더 메뉴,영화라는 요리를 즐겁게 맛보지 못하고 요리조리 파헤치려는 당신들에게 전하는 유쾌한 일침,5.0,289
칼날의 양면,"보면서 정신 나갈 거 같았음. 내가 다 피폐해짐.
정말 사랑이라는 감정 하나에 너무 진심인 프랑스 영화.",3.0,16
어느 짧은 연애의 기록,"배려하며 상대를 위하는 게 결국 나 자신을 위한 거라 착각하는 이들에게.
*영화 설정이 우리나라 정서랑 매우 안 맞을 수 있음",4.0,14
플랜 75,"플랜75 정책에 있어서 '본인, 지인, 타인' 3인의 시선으로 담담하게 경험하는 영화.
다만 3인의 시선만으로 영화의 주제를 담기엔 너무 무거웠던 내용과 연출법이라 생각된다.",3.5,40
여덟 개의 산,"길을 찾기 위해 걸어가는 그 길마저 길이다.
인생에서의 수많은 길, 그 중 나의 길을 찾는 여정.",3.5,22
브라더 앤 시스터,쌓아온 감정의 골에 비해 너무 쉬운 화해,3.0,11
애프터썬,"아이들에 비해 성숙했던 아이와 아버지들에 비해 어렸던 아버지의 여행.
집중 못 했던 장면들이 있어 개봉하게 되면 한 번 더 보고 싶은 영화.",4.0,140
키아라,초반 30분 정도 보다가 1회차+노잼 크리로 숙면을 취해버렸다...,2.0,14
노바디즈 히어로,그가 무언가를 하려고 하면 사건이 벌어진다.,3.5,18
레이먼드 & 레이,"아버지가 어떤 사람이었는지 두 주인공 빼고 모든 관객들은 아는 거 같다.
+ 중간에 쳇 베이커가 등장해서 괜히 반가운 맘",3.0,20
화이트 노이즈,"어우씨 영화 너무 어렵다. 넷플릭스 영화 다양성 갈수록 미쳐가는 거 같다.
이 영화는 어울리지 않는, 혹은 대비되는 주체와 객체를 묶어가며 만들어진 이야기들을 전개시키면서 정체 모를 약에 대해 다루는데 결국 이 약에 대해서 우린 확실한 정체를 모른다. 후기를 쓰면서도 이상하게 느껴지지만 이상하게 느끼는 게 맞지만 이상하다 같은 느낌이랄까...
그래도 영화가 보여주고자 하는 부분은 이해가 된다. 일련의 사건들을 통해 남은 기억과 후유증들은 우리 곁에 계속 남아있을 백색소음이라는 것.",3.5,45
피터 본 칸트,결핍은 소유하고자 하고 소유한 것은 버리고자 하는 인간. 그리고 항상 갈망하는 인간의 욕구불만.,3.5,21
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","새로운 내일이 될 때마다 쌓여져 있는 방대한 누적 데이터를 아침마다 외우는 주인공의 기억력을 Respect.

이런 류의 영화에 고증을 들이대면 수 없이 많은 각종 오류와 어이없는 설정들로 영화의 재미를 반감시키지만 이 악물고 무시하며 보다보면 나름대로 즐길 수 있다.
(나는 즐기는 단계에 도달한 듯 하다)
내가 야외상영 분위기를 좋아하기도 한다 :)
+ 근데 좀 어이없을 정도로 너무 펑펑 울 영화는 아니었는데 말이지...",3.5,43
이니셰린의 밴시,"총성이 잠시 멎는 시간, 본격적인 고통은 그 이후 현 시점을 통찰하는 순간부터 수반된다.",4.5,47
썬 오브 람세스,촉 좋은 사기꾼과 가출청소년의 난장판 이야기.,3.0,17
브로커,다르지만 비슷한 캐릭터들 모아서 앙상블을 만들었는데 은근 삐걱대는 영화. + 혹시 일본어였다면 덜 오글거렸을까...? 그래도 태어나줘서 고마워 :),3.0,25
스칼렛,인생은 결코 뜻하는 대로 흘러가지 않고 의도치 않게 많은 사건 사고를 마주하게 된다. 그런 삶을 살아가며 굳건히 버텨가는데 어찌 미쳐가지 않을 수 있을까. 어쩌면 살아가는 모든 사람들은 각자 다 다른 방식의 미친 사람일 것.,3.5,26
아마겟돈 타임,내가 살아온 환경을 보는 거 같았다. 다른 점이라 하면 나는 사회가 정한 도덕적인 법규만은 지켰다는 것. 오히려 내가 자라온 것과 비슷한 가정환경을 갖고 있는 주인공이기에 주변 환경을 탓하며 삐뚤어지는 인물에게 몰입하기 어려웠던 아이러니의 영화.,3.5,40
유코의 평형추,"통념적으로 큰 이슈가 되는 사건에 대해 객체로만 바라보던 상황에서 주체가 되었을 때 주인공이 대처하는 방식이 매우 흥미롭다. 또한 애매하게 끝내지 않고 결말까지 치고 나가는 감독의 영화가 매우 마음에 든다.

그럼에도 결말을 확실하게 가져가지 않고 열린 결말을 맺는 영화는 감독의 부담감 때문일 지, 오롯이 관객들에게 끝을 맡기기 위함일 지는 이 영화를 본 관객들마다 의견이 갈릴 듯 보인다.",4.5,25
코르사주,코르셋으로 조이고 황실에만 가둬두기엔 너무 크고 자유로운 몸짓. 휘황찬란한 겉치레보단 생각과 행동의 자유가 더 중요했을 인물에게.,3.5,33
야자수와 전선,역대급 고구마 엔딩. 엔딩을 보며 분노로 가득한 관객들의 반응을 보니 영화가 의도한 바는 굉장히 성공적인 듯 하다. 가스라이팅이 무엇인지 아직 잘 모르겠다면 이 영화를 보면 된다.,4.0,22
리턴 투 서울,묘한 영화다. 본인의 뿌리를 갈망하면서도 애써 부정하고 혐오를 표현하다 어느새 동화되어간다. 하지만 그 표현에 있어 생략이 너무 많고 자꾸 끊기는 흐름은 오히려 영화를 길게 감상하는 것에 있어 방해요소로 작용한다. 딱 중반부까지 흥미로웠다.,3.5,39
모니카,진심은 말 없이도 통한다지만 너무 없다,2.5,19
노 베어스,그가 겪는 현실을 그대로 영화 속에 녹여내면서 가상과 실제의 경계를 애매하게 보여주기 위해 노력한 게 보인다.,3.0,23
그린 북,"과거 흔히 말하는 인종으로 인한 문화를 반대로 살아온 두 사람의 서로를 향한 편견이 점차 흐릿해지는 영화.
군더더기 없이 깔끔하다.",4.0,19
썬다운,"수많은 돼지들의 죽음을 보며 부를 축적하며 살아온 주인공은 본인의 죽음 앞에서 이 세상 모든 물질적인 것부터 정신적인 것까지 모조리 달관해 버렸다.
진정으로 세상을 향한 흥미와 관심이 무에 달한 주인공을 가만 두지 않는 주변인들.",4.0,30
풀타임,"남들보다 모자라지 않게 키우고 싶은 엄마 입장.
하고 싶은 일을 하며 살고 싶은 본인 입장.
그 둘 다 챙기려는 욕심 많고 처절한 삶을 살아가는 현대인의 입장.
하지만 뭐 하나 마음 먹은대로 흘러가는 게 없다.",4.0,27
쓰는 일,끝이 보이지 않음에도 계속 도전하는 것.,2.5,13
어디에도 없는 시간,나도 시간 없다...,2.0,17
나랑 아니면,"노년 결혼식 계획에서 한번, 엔딩 장면에서 한번 더 아련. 극영화인데 분명 다큐 같은 영화. 페이크 극영화를 보는 둣 했다.",4.5,13
두 여자,할머니와 평생 가져갈 추억 한 스푼,2.0,11
불모지,좋은 시나리오와 좋은 연출 밑에서 날뛰는 좋은 배우님들,4.5,11
보속,"보는 내내 소름끼친 영화.
세상은 은근 날카로웠고 삶은 생각보다 따가웠다.
나라는 퍼즐 조각이 맞지 않는 이 세상은 나를 끼워 맞추기에 너무 힘든 곳이었다.",5.0,15
매미,변태를 통한 자아 발견. 속에 웅크리고 있는 나를 꺼내고 싶어하는 주인공 혹은 주인공들.,3.0,13
바다 위의 별,직유적으로 표현한 영화. 임팩트있다.,3.0,8
퇴직금,보여주고자 하는 건 보이는데 꽤나 중구난방스럽다,3.0,12
사람냄새 이효리,항상 기대하게 만드는 2X9,3.5,12
텐트틴트,미치도록 불안하고 현실적이며 로맨틱하려다가 같이 하기엔 너무 불편하다. 도망가고 싶다.,4.0,14
건전지 아빠,오밀조밀 귀엽다. 가장의 무게,3.0,10
내 코가 석재,평생 비염으로 고통받는 당신이 한번쯤 해봤을 상상,3.5,10
애프터 양,"인간, 안드로이드, 복제인간 등 근미래의 인류에 대한 모든 고민을 응축시켜 질문한다.
인류란 무엇인가.
그런 생각들을 하는 과정들이 결코 밝지 않다.",4.0,14
씨티백,"그사세, 평소 행실 등 여러 단어들이 생각난다.
사실 관심 없는 그들의 이야기라 그냥 웃고 넘어간다.
폭주 뛰다가 나에게 피해는 끼치지 않았으면...",2.5,13
돛대,돛대 하나 밀고 가는 영화. 배우님들의 연기가 너무나 인상적.,3.5,16
메이•제주•데이,직접 겪어보지 않았으면 어찌 감당할 수 있을지 알 수 없을 고통들,3.0,13
제씨 이야기,현재 우리나라에서 살아가는 사회적 약자들의 이야기,3.0,12
불안은 영혼을 잠식한다,사실 공포 장르를 잘 챙겨보지도 좋아하지도 않지만 오랜만에 본 본투비호러라 재밌게 잘 봤다,4.0,16
짝사랑,"결국은 이뤄지지 못한 쌍방 사랑.
그런데 결론은 정비를 잘하자.",3.0,14
돌림총,상업장편영화를 단편화 시킨 느낌,4.0,13
장갑을 사러,"마음에 드는 빌드업에 아무것도 보여주지 않는 결말.
열린 결말이라기엔 너무 열어놓지 않았나.",3.5,15
높이 뛰기,"아이들의 시선을 빌려 어른들의 이야기를 담으려는 듯, 이젠 슬슬 자주 보이는 이야기들.",3.5,13
나쁜 친구,언제 다시 나타날 지 모를 귀엽고 나쁘고 달달한 스위티,3.0,14
해피해피 이혼파티,"픽션이 아닌 실화라는 게 가장 영화같은 점.
이혼을 슬퍼할 필요 굳이 없잖아.",4.5,13
원더풀 투나잇,예상대로 미얀마 내전 이후 새로이 찾아내 재조립하여 만든 영화였다. 그로 인해 명확하지 않은 듯 보이는 주제전달은 아쉽지만 시의성은 확실하다.,2.5,14
뤼미에르,몇 없는 완벽히 알고 있는 구조를 가진 장소가 사라짐에 대해 잊기 위한 노력이 아니었을까,3.0,13
"흐드러져, 칸나","줫까 가족모임이다, 이 새끼야.",3.0,13
사랑해 주세요 그리고 버려요,"상대가 누구든 나로 사는 것.
하고 싶지만 하기 힘든 것.
+ 역시 영화제의 꽃 중 하나는 야외상영이지 않을까?
++ 야외 상영에 어울리는 영화는 아니었다. 잔잔하고 음악소리에 집중하고 싶고 조용히 그녀의 삶을 바라보고 싶은 영화였지만 이런들 어떠하고 저런들 어떠하랴.",3.0,14
제 2의 언어,얘기조차 꺼내기 힘들 정도의 슬픔.,3.5,11
펄,"직원들 개개인의 개성과 다름을 다 포용하는 회사라니
상상 속에만 존재하겠군",4.0,18
